protocol,latency_ms,cumulative_fraction
raft,1893.603027,0.18498960776686824
raft,1893.781982,0.18598954097368742
raft,1894.178955,0.1869894741805066
raft,1894.430176,0.1879894073873258
raft,1894.803955,0.188989340594145
raft,1895.137939,0.18998927380096417
raft,1895.532959,0.19098920700778338
raft,1895.800049,0.19198914021460256
raft,1896.030029,0.19298907342142174
raft,1896.24585,0.19398900662824095
raft,1896.538818,0.19498893983506013
raft,1896.73584,0.1959888730418793
raft,1896.913086,0.19698880624869852
raft,1897.045166,0.1979887394555177
raft,1897.197021,0.19898867266233689
raft,1897.349121,0.1999886058691561
raft,1897.5,0.20098853907597528
raft,1897.615967,0.20198847228279446
raft,1897.733887,0.20298840548961367
raft,1897.880859,0.20398833869643285
raft,1898.016113,0.20498827190325203
raft,1898.136963,0.20598820511007124
raft,1898.259033,0.20698813831689042
raft,1898.35083,0.20798807152370963
raft,1898.461182,0.2089880047305288
raft,1898.555908,0.209987937937348
raft,1898.652832,0.2109878711441672
raft,1898.740967,0.21198780435098638
raft,1898.845947,0.21298773755780556
raft,1898.961182,0.21398767076462477
raft,1899.11499,0.21498760397144395
raft,1899.325928,0.21598753717826313
raft,1899.458984,0.21698747038508234
raft,1899.600098,0.21798740359190152
raft,1899.720947,0.2189873367987207
raft,1899.838867,0.21998727000553991
raft,1899.929932,0.2209872032123591
raft,1900.053955,0.22198713641917828
raft,1900.166016,0.22298706962599749
raft,1900.272949,0.22398700283281667
raft,1900.362793,0.22498693603963585
raft,1900.454834,0.22598686924645506
raft,1900.601807,0.22698680245327424
raft,1900.748047,0.22798673566009342
raft,1900.878174,0.22898666886691263
raft,1900.980957,0.2299866020737318
raft,1901.089111,0.230986535280551
raft,1901.192139,0.2319864684873702
raft,1901.288086,0.23298640169418938
raft,1901.374023,0.23398633490100856
raft,1901.468018,0.23498626810782777
raft,1901.580078,0.23598620131464695
raft,1901.665039,0.23698613452146616
raft,1901.75,0.23798606772828534
raft,1901.846191,0.23898600093510453
raft,1902.0,0.23998593414192373
raft,1902.135986,0.24098586734874292
raft,1902.293945,0.2419858005555621
raft,1902.522217,0.2429857337623813
raft,1902.738037,0.2439856669692005
raft,1903.117188,0.24498560017601967
raft,1903.771973,0.24598553338283888
raft,1904.859863,0.24698546658965806
raft,1911.409912,0.24798539979647724
raft,1918.376221,0.24898533300329645
raft,1922.031982,0.24998526621011563
raft,1923.898193,0.2509851994169348
raft,1925.853027,0.251985132623754
raft,1927.821045,0.25298506583057323
raft,1928.856934,0.2539849990373924
raft,1931.164062,0.2549849322442116
raft,1932.936035,0.2559848654510308
raft,1933.907959,0.25698479865784996
raft,1934.77002,0.25798473186466914
raft,1935.119141,0.2589846650714884
raft,1935.622803,0.25998459827830755
raft,1935.887939,0.26098453148512674
raft,1936.085205,0.2619844646919459
raft,1936.335938,0.2629843978987651
raft,1936.551025,0.2639843311055843
raft,1936.76709,0.2649842643124035
raft,1937.008057,0.2659841975192227
raft,1937.220947,0.2669841307260419
raft,1937.453857,0.26798406393286106
raft,1937.668945,0.26898399713968024
raft,1937.871094,0.2699839303464994
raft,1938.151123,0.27098386355331866
raft,1938.27417,0.27198379676013784
raft,1938.375,0.272983729966957
raft,1938.505127,0.2739836631737762
raft,1938.625977,0.2749835963805954
raft,1938.736084,0.27598352958741457
raft,1938.863037,0.2769834627942338
raft,1938.958984,0.277983396001053
raft,1939.074219,0.27898332920787217
raft,1939.179932,0.27998326241469135
raft,1939.286865,0.28098319562151053
raft,1939.406006,0.28198312882832977
raft,1939.517822,0.28298306203514895
raft,1939.643066,0.28398299524196813
raft,1939.754883,0.2849829284487873
raft,1939.845947,0.2859828616556065
raft,1939.952148,0.28698279486242567
raft,1940.028076,0.2879827280692449
raft,1940.13208,0.2889826612760641
raft,1940.222168,0.28998259448288327
raft,1940.312988,0.29098252768970245
raft,1940.411133,0.29198246089652163
raft,1940.510986,0.2929823941033408
raft,1940.657959,0.29398232731016005
raft,1940.802979,0.29498226051697923
raft,1940.897949,0.2959821937237984
raft,1940.985107,0.2969821269306176
raft,1941.093018,0.2979820601374368
raft,1941.170898,0.29898199334425596
raft,1941.24585,0.2999819265510752
raft,1941.328857,0.3009818597578944
raft,1941.406006,0.30198179296471356
raft,1941.489014,0.30298172617153274
raft,1941.572021,0.3039816593783519
raft,1941.675049,0.3049815925851711
raft,1941.78418,0.30598152579199034
raft,1941.88208,0.3069814589988095
raft,1941.959961,0.3079813922056287
raft,1942.035156,0.3089813254124479
raft,1942.098877,0.30998125861926706
raft,1942.177002,0.3109811918260863
raft,1942.28418,0.3119811250329055
raft,1942.370117,0.31298105823972466
raft,1942.478027,0.31398099144654384
raft,1942.616211,0.314980924653363
raft,1942.784912,0.3159808578601822
raft,1942.937012,0.31698079106700144
raft,1943.130859,0.3179807242738206
raft,1943.316895,0.3189806574806398
raft,1943.561035,0.319980590687459
raft,1944.052002,0.32098052389427817
raft,1944.592041,0.32198045710109735
raft,1945.282959,0.3229803903079166
raft,1946.135986,0.32398032351473577
raft,1946.660889,0.32498025672155495
raft,1947.207031,0.32598018992837413
raft,1947.656982,0.3269801231351933
raft,1948.259033,0.3279800563420125
raft,1949.415039,0.32897998954883173
raft,1950.496094,0.3299799227556509
raft,1951.708984,0.3309798559624701
raft,1952.917969,0.3319797891692893
raft,1954.229004,0.33297972237610846
raft,1955.599854,0.33397965558292764
raft,1956.47583,0.3349795887897469
raft,1957.174072,0.33597952199656606
raft,1957.614014,0.33697945520338524
raft,1957.968018,0.3379793884102044
raft,1958.552979,0.3389793216170236
raft,1959.115967,0.33997925482384284
raft,1959.702881,0.340979188030662
raft,1960.160889,0.3419791212374812
raft,1960.772949,0.3429790544443004
raft,1961.819092,0.34397898765111956
raft,1962.400146,0.34497892085793874
raft,1962.994141,0.345978854064758
raft,1963.807129,0.34697878727157716
raft,1964.672119,0.34797872047839634
raft,1965.158936,0.3489786536852155
raft,1965.802979,0.3499785868920347
raft,1966.335938,0.3509785200988539
raft,1967.146973,0.3519784533056731
raft,1967.85083,0.3529783865124923
raft,1968.270996,0.3539783197193115
raft,1968.612061,0.35497825292613067
raft,1969.248047,0.35597818613294985
raft,1969.724121,0.35697811933976903
raft,1970.176025,0.35797805254658827
raft,1970.701172,0.35897798575340745
raft,1971.00415,0.35997791896022663
raft,1971.266846,0.3609778521670458
raft,1971.466064,0.361977785373865
raft,1971.659912,0.36297771858068417
raft,1971.871094,0.3639776517875034
raft,1972.075195,0.3649775849943226
raft,1972.27002,0.36597751820114177
raft,1972.398193,0.36697745140796095
raft,1972.552979,0.36797738461478013
raft,1972.658936,0.3689773178215993
raft,1972.772217,0.36997725102841855
raft,1972.881104,0.37097718423523773
raft,1972.988037,0.3719771174420569
raft,1973.098877,0.3729770506488761
raft,1973.219971,0.3739769838556953
raft,1973.36499,0.3749769170625145
raft,1973.484863,0.3759768502693337
raft,1973.588867,0.3769767834761529
raft,1973.704102,0.37797671668297206
raft,1973.808105,0.37897664988979124
raft,1973.921143,0.3799765830966104
raft,1974.021973,0.38097651630342966
raft,1974.102051,0.38197644951024884
raft,1974.178955,0.382976382717068
raft,1974.246094,0.3839763159238872
raft,1974.319824,0.3849762491307064
raft,1974.378174,0.38597618233752556
raft,1974.433105,0.3869761155443448
raft,1974.499023,0.387976048751164
raft,1974.568115,0.38897598195798316
raft,1974.657959,0.38997591516480234
raft,1974.740967,0.3909758483716215
raft,1974.838867,0.3919757815784407
raft,1974.958984,0.39297571478525994
raft,1975.068115,0.3939756479920791
raft,1975.164795,0.3949755811988983
raft,1975.260986,0.3959755144057175
raft,1975.335205,0.39697544761253667
raft,1975.412109,0.39797538081935585
raft,1975.491211,0.3989753140261751
raft,1975.591797,0.39997524723299427
raft,1975.669922,0.40097518043981345
raft,1975.760986,0.40197511364663263
raft,1975.850098,0.4029750468534518
raft,1975.931885,0.40397498006027105
raft,1976.050781,0.40497491326709023
raft,1976.145996,0.4059748464739094
raft,1976.236816,0.4069747796807286
raft,1976.348877,0.4079747128875478
raft,1976.453125,0.40897464609436696
raft,1976.557861,0.4099745793011862
raft,1976.677979,0.4109745125080054
raft,1976.846924,0.41197444571482456
raft,1977.073975,0.41297437892164374
raft,1977.280029,0.4139743121284629
raft,1977.432129,0.4149742453352821
raft,1977.605957,0.41597417854210134
raft,1977.740967,0.4169741117489205
raft,1977.966064,0.4179740449557397
raft,1978.280029,0.4189739781625589
raft,1978.553223,0.41997391136937806
raft,1978.861084,0.42097384457619724
raft,1979.131104,0.4219737777830165
raft,1979.406982,0.42297371098983566
raft,1979.708008,0.42397364419665484
raft,1980.036133,0.424973577403474
raft,1980.327148,0.4259735106102932
raft,1980.62915,0.4269734438171124
raft,1981.173096,0.4279733770239316
raft,1981.492188,0.4289733102307508
raft,1981.86499,0.42997324343757
raft,1982.197021,0.43097317664438917
raft,1982.410889,0.43197310985120835
raft,1982.605957,0.4329730430580276
raft,1982.833984,0.43397297626484677
raft,1983.073975,0.43497290947166595
raft,1983.304932,0.43597284267848513
raft,1983.469971,0.4369727758853043
raft,1983.64209,0.4379727090921235
raft,1983.811035,0.43897264229894273
raft,1983.958008,0.4399725755057619
raft,1984.166016,0.4409725087125811
raft,1984.356934,0.44197244191940027
raft,1984.525879,0.44297237512621945
raft,1984.669922,0.44397230833303863
raft,1984.839111,0.44497224153985787
raft,1984.960205,0.44597217474667705
raft,1985.072998,0.44697210795349623
raft,1985.180908,0.4479720411603154
raft,1985.288818,0.4489719743671346
raft,1985.379883,0.4499719075739538
raft,1985.470947,0.450971840780773
raft,1985.562988,0.4519717739875922
raft,1985.678955,0.4529717071944114
raft,1985.810059,0.45397164040123056
raft,1985.930908,0.45497157360804974
raft,1986.051025,0.4559715068148689
raft,1986.167969,0.45697144002168816
raft,1986.291016,0.45797137322850734
raft,1986.405029,0.4589713064353265
raft,1986.50708,0.4599712396421457
raft,1986.630859,0.4609711728489649
raft,1986.765137,0.4619711060557841
raft,1986.87207,0.4629710392626033
raft,1986.977051,0.4639709724694225
raft,1987.072998,0.46497090567624166
raft,1987.164062,0.46597083888306084
raft,1987.262939,0.46697077208988
raft,1987.363037,0.46797070529669926
raft,1987.484863,0.46897063850351844
raft,1987.591064,0.4699705717103376
raft,1987.708008,0.4709705049171568
raft,1987.788086,0.471970438123976
raft,1987.918945,0.47297037133079517
raft,1988.046143,0.4739703045376144
raft,1988.176025,0.4749702377444336
raft,1988.334961,0.47597017095125277
raft,1988.530029,0.47697010415807195
raft,1988.822021,0.47797003736489113
raft,1989.130859,0.4789699705717103
raft,1989.411865,0.47996990377852955
raft,1989.60498,0.48096983698534873
raft,1989.757812,0.4819697701921679
raft,1989.930176,0.4829697033989871
raft,1990.098145,0.4839696366058063
raft,1990.302002,0.48496956981262546
raft,1990.518799,0.4859695030194447
raft,1990.697998,0.4869694362262639
raft,1990.887207,0.48796936943308306
raft,1991.018066,0.48896930263990224
raft,1991.132812,0.4899692358467214
raft,1991.233887,0.49096916905354065
raft,1991.356201,0.49196910226035984
raft,1991.468994,0.492969035467179
raft,1991.557129,0.4939689686739982
raft,1991.701904,0.4949689018808174
raft,1991.823975,0.49596883508763656
raft,1991.954102,0.4969687682944558
raft,1992.086914,0.497968701501275
raft,1992.204834,0.49896863470809416
raft,1992.322998,0.49996856791491334
raft,1992.433105,0.5009685011217325
raft,1992.539062,0.5019684343285518
raft,1992.649902,0.5029683675353709
raft,1992.769043,0.5039683007421901
raft,1992.939941,0.5049682339490092
raft,1993.105957,0.5059681671558285
raft,1993.266113,0.5069681003626477
raft,1993.438965,0.5079680335694668
raft,1993.586914,0.5089679667762861
raft,1993.716064,0.5099678999831052
raft,1993.888916,0.5109678331899244
raft,1994.050049,0.5119677663967437
raft,1994.253174,0.5129676996035628
raft,1994.500977,0.513967632810382
raft,1994.682861,0.5149675660172012
raft,1994.831055,0.5159674992240204
raft,1994.979004,0.5169674324308395
raft,1995.171875,0.5179673656376588
raft,1995.364014,0.518967298844478
raft,1995.541016,0.5199672320512971
raft,1995.772949,0.5209671652581164
raft,1995.964111,0.5219670984649355
raft,1996.201904,0.5229670316717547
raft,1996.400146,0.523966964878574
raft,1996.735107,0.5249668980853931
raft,1997.033936,0.5259668312922123
raft,1997.406006,0.5269667644990315
raft,1997.855957,0.5279666977058507
raft,1998.505127,0.5289666309126699
raft,1998.895996,0.5299665641194891
raft,1999.403076,0.5309664973263083
raft,1999.780029,0.5319664305331274
raft,2000.397949,0.5329663637399467
raft,2000.956055,0.5339662969467658
raft,2001.384033,0.534966230153585
raft,2001.818115,0.5359661633604043
raft,2002.279785,0.5369660965672234
raft,2002.635986,0.5379660297740426
raft,2003.035889,0.5389659629808617
raft,2003.320068,0.539965896187681
raft,2003.512939,0.5409658293945002
raft,2003.826904,0.5419657626013193
raft,2004.195068,0.5429656958081386
raft,2004.372803,0.5439656290149577
raft,2004.579102,0.544965562221777
raft,2004.804932,0.5459654954285961
raft,2005.052002,0.5469654286354153
raft,2005.269043,0.5479653618422345
raft,2005.47998,0.5489652950490537
raft,2005.781982,0.5499652282558729
raft,2006.121094,0.550965161462692
raft,2006.468018,0.5519650946695113
raft,2006.793945,0.5529650278763305
raft,2007.535156,0.5539649610831496
raft,2008.459961,0.5549648942899689
raft,2009.714844,0.555964827496788
raft,2010.371094,0.5569647607036072
raft,2010.986084,0.5579646939104265
raft,2011.433105,0.5589646271172456
raft,2011.839844,0.5599645603240648
raft,2012.279053,0.560964493530884
raft,2012.60791,0.5619644267377032
raft,2012.888916,0.5629643599445223
raft,2013.308838,0.5639642931513416
raft,2013.697021,0.5649642263581608
raft,2013.975098,0.5659641595649799
raft,2014.236084,0.5669640927717992
raft,2014.511963,0.5679640259786183
raft,2014.762939,0.5689639591854375
raft,2015.128906,0.5699638923922568
raft,2015.432129,0.5709638255990759
raft,2015.715088,0.5719637588058951
raft,2016.111816,0.5729636920127142
raft,2016.687988,0.5739636252195335
raft,2017.560791,0.5749635584263526
raft,2019.656006,0.5759634916331718
raft,2021.848877,0.5769634248399911
raft,2023.769043,0.5779633580468102
raft,2025.454102,0.5789632912536294
raft,2027.878906,0.5799632244604486
raft,2029.406006,0.5809631576672678
raft,2031.061035,0.581963090874087
raft,2032.002197,0.5829630240809062
raft,2032.605957,0.5839629572877254
raft,2032.938965,0.5849628904945445
raft,2033.248779,0.5859628237013638
raft,2033.562012,0.586962756908183
raft,2033.804199,0.5879626901150021
raft,2034.025146,0.5889626233218214
raft,2034.208984,0.5899625565286405
raft,2034.332031,0.5909624897354597
raft,2034.560059,0.5919624229422789
raft,2034.74292,0.5929623561490981
raft,2034.919922,0.5939622893559173
raft,2035.086914,0.5949622225627365
raft,2035.227051,0.5959621557695557
raft,2035.416016,0.5969620889763748
raft,2035.60083,0.597962022183194
raft,2035.75293,0.5989619553900133
raft,2035.88208,0.5999618885968324
raft,2036.043945,0.6009618218036517
raft,2036.154053,0.6019617550104708
raft,2036.329102,0.60296168821729
raft,2036.467041,0.6039616214241091
raft,2036.591064,0.6049615546309284
raft,2036.72583,0.6059614878377476
raft,2036.863037,0.6069614210445667
raft,2037.015869,0.607961354251386
raft,2037.227051,0.6089612874582051
raft,2037.586914,0.6099612206650243
raft,2037.949951,0.6109611538718436
raft,2038.234863,0.6119610870786627
raft,2038.572998,0.6129610202854819
raft,2039.000977,0.6139609534923011
raft,2039.634033,0.6149608866991203
raft,2040.397949,0.6159608199059395
raft,2041.639893,0.6169607531127587
raft,2044.789062,0.6179606863195779
raft,2048.5,0.618960619526397
raft,2051.476074,0.6199605527332163
raft,2056.435059,0.6209604859400354
raft,2060.264893,0.6219604191468546
raft,2065.940186,0.6229603523536739
raft,2069.693848,0.623960285560493
raft,2073.737061,0.6249602187673122
raft,2076.623047,0.6259601519741314
raft,2078.513916,0.6269600851809506
raft,2080.037109,0.6279600183877698
raft,2081.13208,0.628959951594589
raft,2082.080078,0.6299598848014082
raft,2082.715088,0.6309598180082273
raft,2083.032959,0.6319597512150466
raft,2083.50415,0.6329596844218657
raft,2083.864014,0.6339596176286849
raft,2084.487061,0.6349595508355041
raft,2084.978027,0.6359594840423233
raft,2085.354004,0.6369594172491425
raft,2085.625,0.6379593504559616
raft,2085.928955,0.6389592836627809
raft,2086.348877,0.6399592168696001
raft,2086.736084,0.6409591500764192
raft,2087.119141,0.6419590832832385
raft,2087.470947,0.6429590164900576
raft,2087.727051,0.6439589496968768
raft,2087.906982,0.6449588829036961
raft,2088.105957,0.6459588161105152
raft,2088.283936,0.6469587493173344
raft,2088.437988,0.6479586825241536
raft,2088.616943,0.6489586157309728
raft,2088.791992,0.6499585489377919
raft,2088.968994,0.6509584821446112
raft,2089.136963,0.6519584153514304
raft,2089.23291,0.6529583485582495
raft,2089.343994,0.6539582817650688
raft,2089.427979,0.6549582149718879
raft,2089.540039,0.6559581481787071
raft,2089.668945,0.6569580813855264
raft,2089.813965,0.6579580145923455
raft,2089.999023,0.6589579477991647
raft,2090.124023,0.6599578810059838
raft,2090.279053,0.6609578142128031
raft,2090.434082,0.6619577474196222
raft,2090.659912,0.6629576806264414
raft,2090.843994,0.6639576138332607
raft,2091.155029,0.6649575470400798
raft,2091.49292,0.665957480246899
raft,2091.750977,0.6669574134537182
raft,2092.011963,0.6679573466605374
raft,2092.303955,0.6689572798673566
raft,2092.656006,0.6699572130741758
raft,2093.484131,0.670957146280995
raft,2094.409912,0.6719570794878141
raft,2095.856934,0.6729570126946334
raft,2099.211914,0.6739569459014526
raft,2105.598877,0.6749568791082717
raft,2110.450928,0.675956812315091
raft,2117.281982,0.6769567455219101
raft,2120.369873,0.6779566787287293
raft,2125.765869,0.6789566119355485
raft,2127.464111,0.6799565451423677
raft,2128.288086,0.6809564783491869
raft,2129.1521,0.6819564115560061
raft,2129.616943,0.6829563447628253
raft,2129.856934,0.6839562779696444
raft,2130.044189,0.6849562111764637
raft,2130.288086,0.6859561443832829
raft,2130.484131,0.686956077590102
raft,2130.683105,0.6879560107969213
raft,2130.832031,0.6889559440037404
raft,2131.018066,0.6899558772105596
raft,2131.260986,0.6909558104173787
raft,2131.711182,0.691955743624198
raft,2131.950928,0.6929556768310172
raft,2132.303955,0.6939556100378363
raft,2132.653809,0.6949555432446556
raft,2133.077881,0.6959554764514747
raft,2133.511963,0.696955409658294
raft,2133.938965,0.6979553428651132
raft,2134.236816,0.6989552760719323
raft,2134.499023,0.6999552092787515
raft,2134.765137,0.7009551424855707
raft,2135.023926,0.7019550756923899
raft,2135.214111,0.7029550088992091
raft,2135.387939,0.7039549421060283
raft,2135.585938,0.7049548753128475
raft,2135.761963,0.7059548085196666
raft,2135.925049,0.7069547417264859
raft,2136.10498,0.707954674933305
raft,2136.292969,0.7089546081401242
raft,2136.443848,0.7099545413469435
raft,2136.5979,0.7109544745537626
raft,2136.768799,0.7119544077605818
raft,2136.89209,0.712954340967401
raft,2137.013916,0.7139542741742202
raft,2137.190918,0.7149542073810394
raft,2137.35083,0.7159541405878586
raft,2137.498047,0.7169540737946778
raft,2137.701904,0.7179540070014969
raft,2137.919189,0.7189539402083162
raft,2138.143066,0.7199538734151353
raft,2138.365234,0.7209538066219545
raft,2138.572021,0.7219537398287738
raft,2138.726807,0.7229536730355929
raft,2138.87207,0.7239536062424121
raft,2139.014893,0.7249535394492312
raft,2139.238037,0.7259534726560505
raft,2139.399902,0.7269534058628697
raft,2139.646973,0.7279533390696888
raft,2139.845947,0.7289532722765081
raft,2140.073975,0.7299532054833272
raft,2140.295898,0.7309531386901464
raft,2140.455078,0.7319530718969657
raft,2140.628906,0.7329530051037848
raft,2140.912109,0.733952938310604
raft,2141.320068,0.7349528715174232
raft,2141.609131,0.7359528047242424
raft,2141.946045,0.7369527379310615
raft,2142.388916,0.7379526711378808
raft,2142.886963,0.7389526043447
raft,2143.165039,0.7399525375515191
raft,2143.531006,0.7409524707583384
raft,2143.790039,0.7419524039651575
raft,2144.013184,0.7429523371719767
raft,2144.27417,0.743952270378796
raft,2144.561035,0.7449522035856151
raft,2144.816895,0.7459521367924343
raft,2145.044189,0.7469520699992535
raft,2145.245117,0.7479520032060727
raft,2145.395996,0.7489519364128918
raft,2145.540039,0.749951869619711
raft,2145.741943,0.7509518028265303
raft,2145.905029,0.7519517360333494
raft,2146.072021,0.7529516692401687
raft,2146.187988,0.7539516024469878
raft,2146.332031,0.754951535653807
raft,2146.470947,0.7559514688606263
raft,2146.598877,0.7569514020674454
raft,2146.681152,0.7579513352742646
raft,2146.813965,0.7589512684810837
raft,2146.916016,0.759951201687903
raft,2147.01001,0.7609511348947222
raft,2147.081055,0.7619510681015413
raft,2147.165039,0.7629510013083606
raft,2147.26416,0.7639509345151797
raft,2147.371094,0.7649508677219989
raft,2147.484863,0.7659508009288181
raft,2147.60498,0.7669507341356373
raft,2147.773926,0.7679506673424565
raft,2147.894775,0.7689506005492757
raft,2147.989014,0.7699505337560949
raft,2148.085938,0.770950466962914
raft,2148.187012,0.7719504001697333
raft,2148.315918,0.7729503333765525
raft,2148.417969,0.7739502665833716
raft,2148.523926,0.7749501997901909
raft,2148.685059,0.77595013299701
raft,2148.813965,0.7769500662038292
raft,2148.969971,0.7779499994106484
